,song_title,lyric_pair
5776,Dead End Job at the Dead Letter Office,"Oh, I know I've made the wrong decision || I am wrong"
5777,Dead End Job at the Dead Letter Office,"I am wrong || Oh, I know I've made the wrong decision"
5778,Dead End Job at the Dead Letter Office,"Oh, I know I've made the wrong decision || I am wrong"
5779,Sin Gun Chaser,Make us depressed or just sad || Make us happy or something
5780,Sin Gun Chaser,Make us happy or something || I am your sin gun chaser changer
5781,Swy,You're no one || You're going nowhere
5782,Swy,You're going nowhere || In your fast car
5783,Swy,"In your fast car || A, E, I, O, U, and sometimes Y"
5784,Swy,"A, E, I, O, U, and sometimes Y || A, E, I, O, U, and sometimes Y"
5785,Swy,"A, E, I, O, U, and sometimes Y || A, E, I, O, U, and sometimes Y"
5786,Swy,"A, E, I, O, U, and sometimes Y || A, E, I, O, U, and swy... No, Y"
5787,Swy,"A, E, I, O, U, and swy... No, Y || Damn, that one's gonna suck"
5788,BMX Crash,"Trailer park bike racing || Goddamn, didn't we go fast?"
5789,BMX Crash,"Goddamn, didn't we go fast? || Trailer park bike racing"
5790,BMX Crash,"Trailer park bike racing || Oh no, at night we'll crash"
5791,BMX Crash,"Oh no, at night we'll crash || Oh, uh oh, I think I left a scratch"
5792,Sucker Bet,My race car winding down || There's another sucker bet
5793,Sucker Bet,There's another sucker bet || My mind minding
5794,Sucker Bet,My mind minding || So in debt
5795,Sucker Bet,So in debt || So bored and timely that
5796,Sucker Bet,So bored and timely that || I'll have to burn another cigarette
5797,Sucker Bet,I'll have to burn another cigarette || We're now finding you
5798,Sucker Bet,We're now finding you || So in debt
5799,Black Blood & Old Newagers,Black blood and old new agers || When will it become the waivers?
5800,Black Blood & Old Newagers,When will it become the waivers? || Shickleficks throughout the ages
5801,Black Blood & Old Newagers,Shickleficks throughout the ages || I've written a lot of pages
5802,An Apology from Dog to Cat,"I'm sorry, sweet kitten, going through such a bad time || I'm brushing my teeth now, I'm brushing my teeth now"
5803,An Apology from Dog to Cat,"I'm brushing my teeth now, I'm brushing my teeth now || I didn't mean to go through, I knew I'm such a bad liar"
5804,An Apology from Dog to Cat,"I didn't mean to go through, I knew I'm such a bad liar || And like tomorrow"
5805,An Apology from Dog to Cat,"And like tomorrow || I'm brushing my teeth now, I'm brushing my teeth now"
5806,An Apology from Dog to Cat,"I'm brushing my teeth now, I'm brushing my teeth now || I'm sorry, sweet kitten, going through such a sad time"
5807,An Apology from Dog to Cat,"I'm sorry, sweet kitten, going through such a sad time || And I've been through"
5808,An Apology from Dog to Cat,"And I've been through || I'm brushing my teeth now, I'm brushing my teeth now"
5809,An Apology from Dog to Cat,"I'm brushing my teeth now, I'm brushing my teeth now || I'm going through my mind"
5810,An Apology from Dog to Cat,I'm going through my mind || I haven't got a chance to remember
5811,An Apology from Dog to Cat,I haven't got a chance to remember || I haven't got a chance to remember
5812,An Apology from Dog to Cat,"I haven't got a chance to remember || Sorry, sweet kitten, go through such a hard floor"
5813,An Apology from Dog to Cat,"Sorry, sweet kitten, go through such a hard floor || I know, wouldn't want it, it didn't have much more"
5814,An Apology from Dog to Cat,"I know, wouldn't want it, it didn't have much more || But when you gonna go and say my name?"
5815,An Apology from Dog to Cat,But when you gonna go and say my name? || Back on the tape recorder
5816,An Apology from Dog to Cat,"Back on the tape recorder || I'm brushing my teeth now, I'm brushing my teeth in the afternoon"
5817,That’ll Be The Day,That'll be the day that I die || That'll be the day when you make me cry
5818,That’ll Be The Day,"That'll be the day when you make me cry || You say you're gonna leave me, you know it's a lie"
5819,That’ll Be The Day,"You say you're gonna leave me, you know it's a lie || Well, you give me all your lovin' and all your turtle dovin'"
5820,That’ll Be The Day,"Well, you give me all your lovin' and all your turtle dovin' || All your hugs and kisses, and your money too"
5821,That’ll Be The Day,"All your hugs and kisses, and your money too || Oh, you know you love me, baby, still you tell me, maybe"
5822,That’ll Be The Day,"Oh, you know you love me, baby, still you tell me, maybe || That some day, well, I'll be through"
5823,That’ll Be The Day,"That some day, well, I'll be through || That'll be the day when you say goodbye"
5824,That’ll Be The Day,"That'll be the day when you say goodbye || Yeah, that'll be the day when you make me cry"
5825,That’ll Be The Day,"Yeah, that'll be the day when you make me cry || You say you're gonna leave me but you know that's a lie"
5826,That’ll Be The Day,"You say you're gonna leave me but you know that's a lie || 'Cause that'll be the day, the day that I die"
5827,That’ll Be The Day,"'Cause that'll be the day, the day that I die || Well, that'll be the day when you say goodbye"
5828,That’ll Be The Day,"Well, that'll be the day when you say goodbye || That'll be the day when you make me cry"
5829,That’ll Be The Day,That'll be the day when you make me cry || You say you're gonna leave me but you know that's a lie
5830,That’ll Be The Day,"You say you're gonna leave me but you know that's a lie || Well, when cupid shot his darts"
5831,That’ll Be The Day,"Well, when cupid shot his darts || He shot them right at your heart"
5832,That’ll Be The Day,He shot them right at your heart || So if ever we'll part then I'll leave you
5833,That’ll Be The Day,So if ever we'll part then I'll leave you || You sit and you hold me
5834,That’ll Be The Day,You sit and you hold me || And still you tell me boldly
5835,That’ll Be The Day,"And still you tell me boldly || That some day, well, I'll be blue"
5836,That’ll Be The Day,"That some day, well, I'll be blue || That'll be the day when you say goodbye"
5837,That’ll Be The Day,"That'll be the day when you say goodbye || Yeah, that'll be the day when you make me cry"
5838,That’ll Be The Day,"Yeah, that'll be the day when you make me cry || You say you're gonna leave but you know that's a lie"
5839,That’ll Be The Day,"You say you're gonna leave but you know that's a lie || 'Cause that'll be the day, the day when I die"
5840,That’ll Be The Day,"'Cause that'll be the day, the day when I die || Well, that'll be the day when you say goodbye"
5841,That’ll Be The Day,"Well, that'll be the day when you say goodbye || You say you're gonna leave you know that's a lie"
5842,That’ll Be The Day,"You say you're gonna leave you know that's a lie || 'Cause that'll be the day, the day that I die"
5843,Calculus Man,"Oh, the stars, they shine on; they get out of my eye || The stars, they shine on; they shine on this planet"
5844,Calculus Man,"The stars, they shine on; they shine on this planet || And the stars are projectors"
5845,Calculus Man,And the stars are projectors || Projectin' our lives on down to this planet
5846,Calculus Man,"Projectin' our lives on down to this planet || The stars, they are on"
5847,Calculus Man,"The stars, they are on || And projecting our lives down to this planet"
5848,Calculus Man,"And projecting our lives down to this planet || Fine, I don't care if they do"
5849,Calculus Man,"Fine, I don't care if they do || And the stars"
5850,Calculus Man,And the stars || They're projecting our lives onto this planet
5851,Calculus Man,"They're projecting our lives onto this planet || Oh yeah, the films we're watching"
5852,Calculus Man,"Oh yeah, the films we're watching || As you have said now"
5853,Calculus Man,"As you have said now || You get on your knee, your mouth is my mood"
5854,Calculus Man,"You get on your knee, your mouth is my mood || If you were talkin' out loud"
5855,Calculus Man,"If you were talkin' out loud || You'd say, ""Oh, hey, what it do?"""
5856,Calculus Man,"You'd say, ""Oh, hey, what it do?"" || And I can't find my mouth"
5857,Calculus Man,"And I can't find my mouth || And my words, they can't make it"
5858,Calculus Man,"And my words, they can't make it || To my mouth out of all my brain"
5859,Calculus Man,To my mouth out of all my brain || And you say what to do
5860,Calculus Man,And you say what to do || And we do what you said
5861,Calculus Man,And we do what you said || And you're talking out of tune
5862,Calculus Man,And you're talking out of tune || Talking out of a threat I won't want
5863,Calculus Man,"Talking out of a threat I won't want || I get on, I get off"
5864,Calculus Man,"I get on, I get off || I get the things you don't want"
5865,Calculus Man,I get the things you don't want || And I walk through my head
5866,Calculus Man,And I walk through my head || And I walk through my hell
5867,Calculus Man,And I walk through my hell || And I walk through my head
5868,Calculus Man,And I walk through my head || And I know I ain't going nowhere
5869,Calculus Man,And I know I ain't going nowhere || And I talk to myself
5870,Calculus Man,And I talk to myself || And I talk to my head
5871,Calculus Man,And I talk to my head || I'm walking around
5872,Calculus Man,"I'm walking around || The planets, they revolve around themselves; they evolve"
5873,Calculus Man,"The planets, they revolve around themselves; they evolve || If you were talking to God, you were talking to Mom"
5874,Calculus Man,"If you were talking to God, you were talking to Mom || And you were saying things"
5875,Calculus Man,"And you were saying things || Now, your mouth was moving"
5876,Calculus Man,"Now, your mouth was moving || Out loud, you said, ""I can't."""
5877,Calculus Man,"Out loud, you said, ""I can't."" || The planets are projectin' us all around"
5878,Calculus Man,The planets are projectin' us all around || And the stars
5879,Calculus Man,And the stars || They're projecting our lives on this earth
5880,Calculus Man,They're projecting our lives on this earth || And the stars are projectors
5881,Calculus Man,And the stars are projectors || Projecting our lives onto this earth
5882,Calculus Man,Projecting our lives onto this earth || I watch you play it out
5883,Calculus Man,I watch you play it out || You moved your mouth and you said what you were worth
5884,Lil Ingy Focksten,You read a lot into it || I never even flip right through it
5885,Lil Ingy Focksten,I never even flip right through it || So whatcha gonna do with
5886,Lil Ingy Focksten,So whatcha gonna do with || All this stuff that's scribbled to you?
5887,Lil Ingy Focksten,"All this stuff that's scribbled to you? || You say ""There's nothin' new,"""
5888,Lil Ingy Focksten,"You say ""There's nothin' new,"" || And, oh my God, that might be true"
